MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,AEDAT,UPDDT,WWERT,USNAM,TCODE,BVORG,XBLNR,DBBLG,STBLG,STJAH,BKTXT,WAERS,KURSF,KZWRS,KZKRS,BSTAT,XNETB,FRATH,XRUEB,GLVOR,GRPID,DOKID,ARCID,IBLAR,AWTYP,AWKEY,FIKRS,HWAER,HWAE2,HWAE3,KURS2,KURS3,BASW2,BASW3,UMRD2,UMRD3,XSTOV,STODT,XMWST,CURT2,CURT3,KUTY2,KUTY3,XSNET,AUSBK,XUSVR,DUEFL,AWSYS,TXKRS,CTXKRS,LOTKZ,XWVOF,STGRD,PPNAM,PPDAT,PPTME,BRNCH,NUMPG,ADISC
670,US00,1500000141,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,15:03:39,00/00/0000,00/00/0000,05/18/2018,GBI-050,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000141US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000142,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,15:05:09,00/00/0000,00/00/0000,05/18/2018,GBI-050,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000142US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000143,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,15:14:40,00/00/0000,00/00/0000,05/18/2018,GBI-029,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000143US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000144,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,15:20:50,00/00/0000,00/00/0000,05/18/2018,GBI-050,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000144US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000145,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,15:33:38,00/00/0000,00/00/0000,05/18/2018,GBI-053,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000145US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000146,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,15:56:36,00/00/0000,00/00/0000,05/18/2018,GBI-029,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000146US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000147,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,16:10:50,00/00/0000,00/00/0000,05/18/2018,GBI-029,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000147US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000148,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,16:37:40,00/00/0000,00/00/0000,05/18/2018,GBI-053,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000148US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000149,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,16:50:03,00/00/0000,00/00/0000,05/18/2018,GBI-053,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000149US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000150,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,16:59:20,00/00/0000,00/00/0000,05/18/2018,GBI-025,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000150US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000151,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,17:02:02,00/00/0000,00/00/0000,05/18/2018,GBI-040,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000151US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000152,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,17:02:42,00/00/0000,00/00/0000,05/18/2018,GBI-053,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000152US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000153,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,17:20:33,00/00/0000,00/00/0000,05/18/2018,GBI-025,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000153US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000154,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,17:26:48,00/00/0000,00/00/0000,05/18/2018,GBI-053,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000154US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000155,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,17:31:37,00/00/0000,00/00/0000,05/18/2018,GBI-040,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000155US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000156,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,17:58:46,00/00/0000,00/00/0000,05/18/2018,GBI-040,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000156US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000157,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,18:05:41,00/00/0000,00/00/0000,05/18/2018,GBI-025,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000157US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000158,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,18:09:44,00/00/0000,00/00/0000,05/18/2018,GBI-040,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000158US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000159,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,18:15:59,00/00/0000,00/00/0000,05/18/2018,GBI-048,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000159US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000160,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,18:20:14,00/00/0000,00/00/0000,05/18/2018,GBI-025,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000160US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000161,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,18:30:34,00/00/0000,00/00/0000,05/18/2018,GBI-048,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000161US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000162,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,18:45:02,00/00/0000,00/00/0000,05/18/2018,GBI-025,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000162US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000163,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,19:57:47,00/00/0000,00/00/0000,05/18/2018,GBI-048,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000163US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000164,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,21:25:29,00/00/0000,00/00/0000,05/18/2018,GBI-013,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000164US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000165,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,21:27:59,00/00/0000,00/00/0000,05/18/2018,GBI-013,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000165US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000166,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,21:30:27,00/00/0000,00/00/0000,05/18/2018,GBI-013,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000166US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000167,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,21:50:42,00/00/0000,00/00/0000,05/18/2018,GBI-085,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000167US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000168,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,21:53:37,00/00/0000,00/00/0000,05/18/2018,GBI-085,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000168US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000169,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,21:55:09,00/00/0000,00/00/0000,05/18/2018,GBI-085,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000169US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000170,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,22:06:31,00/00/0000,00/00/0000,05/18/2018,GBI-085,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000170US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000171,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,22:10:22,00/00/0000,00/00/0000,05/18/2018,GBI-013,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000171US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000172,2018,KZ,05/18/2018,05/18/2018,5,05/18/2018,22:35:15,00/00/0000,00/00/0000,05/18/2018,GBI-025,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000172US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000173,2018,KZ,05/21/2018,05/21/2018,5,05/21/2018,16:46:08,00/00/0000,00/00/0000,05/21/2018,GBIFAC-01,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000173US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1500000174,2018,KZ,05/21/2018,05/21/2018,5,05/21/2018,19:40:44,00/00/0000,00/00/0000,05/21/2018,GBI-042,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1500000174US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,1900000000,2018,KR,05/17/2018,05/17/2018,5,05/17/2018,18:49:33,00/00/0000,00/00/0000,05/17/2018,GBI-038,FBZ2,,,,,0,,USD,0.0,,0.0,,,0.0,,RFBU,,,,,BKPF,1900000000US002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002047,2018,WA,04/23/2018,04/23/2018,4,04/23/2018,16:37:23,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020602018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002048,2018,WA,04/23/2018,04/23/2018,4,04/23/2018,16:42:23,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020612018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002049,2018,WL,04/23/2018,04/23/2018,4,04/23/2018,16:47:59,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,VL02N,,0080000003,,,0,,USD,0.0,,0.0,,,0.0,,RMWL,,,,,MKPF,49000020622018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002050,2018,WA,04/23/2018,04/23/2018,4,04/23/2018,17:25:21,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020632018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002051,2018,WA,04/23/2018,04/23/2018,4,04/23/2018,17:35:44,00/00/0000,00/00/0000,04/23/2018,GBIFAC-01,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020642018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002052,2018,WA,05/02/2018,05/02/2018,5,05/02/2018,15:55:14,00/00/0000,00/00/0000,05/02/2018,GBIFAC-01,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020662018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002053,2018,WA,05/02/2018,05/02/2018,5,05/02/2018,15:58:36,00/00/0000,00/00/0000,05/02/2018,GBIFAC-01,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020672018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002054,2018,WL,05/02/2018,05/02/2018,5,05/02/2018,16:25:10,00/00/0000,00/00/0000,05/02/2018,GBIFAC-01,VL02N,,0080000004,,,0,,USD,0.0,,0.0,,,0.0,,RMWL,,,,,MKPF,49000020682018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002055,2018,WA,05/08/2018,05/08/2018,5,05/08/2018,21:36:02,00/00/0000,00/00/0000,05/08/2018,GBI-031,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020692018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002056,2018,WA,05/09/2018,05/09/2018,5,05/09/2018,13:44:58,00/00/0000,00/00/0000,05/09/2018,GBI-031,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020702018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002057,2018,WA,05/09/2018,05/09/2018,5,05/09/2018,13:48:00,00/00/0000,00/00/0000,05/09/2018,GBI-031,MB1A,,4900002070,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020712018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002058,2018,WA,05/10/2018,05/10/2018,5,05/10/2018,10:21:56,00/00/0000,00/00/0000,05/10/2018,GBI-004,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020722018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002059,2018,WA,05/10/2018,05/10/2018,5,05/10/2018,10:27:21,00/00/0000,00/00/0000,05/10/2018,GBI-004,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020732018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002060,2018,WA,05/10/2018,05/10/2018,5,05/10/2018,12:31:58,00/00/0000,00/00/0000,05/10/2018,GBI-011,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020742018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002061,2018,WA,05/10/2018,05/11/2018,5,05/11/2018,01:16:01,00/00/0000,00/00/0000,05/11/2018,GBI-011,MBST,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020752018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002062,2018,WA,05/11/2018,05/11/2018,5,05/11/2018,01:40:02,00/00/0000,00/00/0000,05/11/2018,GBI-011,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020762018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002063,2018,WA,05/11/2018,05/11/2018,5,05/11/2018,01:43:46,00/00/0000,00/00/0000,05/11/2018,GBI-011,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020772018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002064,2018,WL,05/11/2018,05/11/2018,5,05/11/2018,16:55:50,00/00/0000,00/00/0000,05/11/2018,GBI-004,VL02N,,0080000005,,,0,,USD,0.0,,0.0,,,0.0,,RMWL,,,,,MKPF,49000020792018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002065,2018,WL,05/12/2018,05/12/2018,5,05/12/2018,02:07:52,00/00/0000,00/00/0000,05/12/2018,GBI-011,VL02N,,0080000006,,,0,,USD,0.0,,0.0,,,0.0,,RMWL,,,,,MKPF,49000020812018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002066,2018,WA,05/12/2018,05/12/2018,5,05/12/2018,20:39:19,00/00/0000,00/00/0000,05/12/2018,GBI-056,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020822018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002067,2018,WA,05/12/2018,05/12/2018,5,05/12/2018,21:19:58,00/00/0000,00/00/0000,05/12/2018,GBI-056,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020832018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002068,2018,WA,05/12/2018,05/12/2018,5,05/12/2018,21:25:55,00/00/0000,00/00/0000,05/12/2018,GBI-056,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020842018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002069,2018,WA,05/12/2018,05/12/2018,5,05/12/2018,21:27:47,00/00/0000,00/00/0000,05/12/2018,GBI-056,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020852018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002070,2018,WA,05/12/2018,05/12/2018,5,05/12/2018,21:30:00,00/00/0000,00/00/0000,05/12/2018,GBI-056,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020862018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002071,2018,WA,05/12/2018,05/12/2018,5,05/12/2018,23:38:02,00/00/0000,00/00/0000,05/12/2018,GBI-017,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020872018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002072,2018,WA,05/12/2018,05/12/2018,5,05/12/2018,23:50:32,00/00/0000,00/00/0000,05/12/2018,GBI-017,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020882018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002073,2018,WL,05/13/2018,05/13/2018,5,05/13/2018,00:12:31,00/00/0000,00/00/0000,05/13/2018,GBI-056,VL02N,,0080000007,,,0,,USD,0.0,,0.0,,,0.0,,RMWL,,,,,MKPF,49000020902018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002074,2018,WA,05/13/2018,05/13/2018,5,05/13/2018,00:47:25,00/00/0000,00/00/0000,05/13/2018,GBI-030,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020912018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002075,2018,WA,05/13/2018,05/13/2018,5,05/13/2018,00:51:01,00/00/0000,00/00/0000,05/13/2018,GBI-030,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020922018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002076,2018,WA,05/13/2018,05/13/2018,5,05/13/2018,11:28:22,00/00/0000,00/00/0000,05/13/2018,GBI-028,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020932018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002077,2018,WA,05/13/2018,05/13/2018,5,05/13/2018,11:42:47,00/00/0000,00/00/0000,05/13/2018,GBI-028,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020942018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002078,2018,WA,05/13/2018,05/13/2018,5,05/13/2018,17:10:09,00/00/0000,00/00/0000,05/13/2018,GBI-036,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020952018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002079,2018,WA,05/13/2018,05/13/2018,5,05/13/2018,17:37:49,00/00/0000,00/00/0000,05/13/2018,GBI-036,MB1A,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000020992018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002080,2018,WL,05/13/2018,05/13/2018,5,05/13/2018,17:42:56,00/00/0000,00/00/0000,05/13/2018,GBI-028,VL02N,,0080000010,,,0,,USD,0.0,,0.0,,,0.0,,RMWL,,,,,MKPF,49000021002018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002081,2018,WL,05/13/2018,05/13/2018,5,05/13/2018,18:12:13,00/00/0000,00/00/0000,05/13/2018,GBI-036,VL02N,,0080000011,,,0,,USD,0.0,,0.0,,,0.0,,RMWL,,,,,MKPF,49000021012018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
670,US00,4900002082,2018,WA,05/13/2018,05/13/2018,5,05/13/2018,20:50:36,00/00/0000,00/00/0000,05/13/2018,GBI-086,MB1C,,,,,0,,USD,0.0,,0.0,,,0.0,,RMWA,,,,,MKPF,49000021032018,,USD,,,0.0,0.0,,,,,,00/00/0000,,,,,,,,,,,0.0,0.0,,,,,00/00/0000,00:00:00,,0,
