MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHRAN,IHREZ,VERKF,TELF1,LLIEF,KUNNR,KONNR,ABGRU,AUTLF,WEAKT,RESWK,LBLIF,INCO1,INCO2,KTWRT,SUBMI,KNUMV,KALSM,STAFO,LIFRE,EXNUM,UNSEZ,LOGSY,UPINC,STAKO,FRGGR,FRGSX,FRGKE,FRGZU,FRGRL,LANDS,LPHIS,ADRNR,STCEG_L,STCEG,ABSGR,ADDNR,KORNR,MEMORY,PROCSTAT,RLWRT,REVNO,SCMPROC,REASON_CODE,MEMORYTYPE,RETTP,RETPC,DPTYP,DPPCT,DPAMT,DPDAT,MSR_ID,HIERARCHY_EXISTS,THRESHOLD_EXISTS,LEGAL_CONTRACT,DESCRIPTION,RELEASE_DATE,VSART,HANDOVERLOC,SHIPCOND,INCOV,INCO2_L,INCO3_L,FORCE_ID,FORCE_CNT,RELOC_ID,RELOC_SEQ_ID,SOURCE_LOGSYS,FSH_TRANSACTION,FSH_ITEM_GROUP,FSH_VAS_LAST_ITEM,FSH_OS_STG_CHANGE,VZSKZ,FSH_SNST_STATUS,POHF_TYPE,EQ_EINDT,EQ_WERKS,FIXPO,EKGRP_ALLOW,WERKS_ALLOW,CONTRACT_ALLOW,PSTYP_ALLOW,FIXPO_ALLOW,KEY_ID_ALLOW,AUREL_ALLOW,DELPER_ALLOW,EINDT_ALLOW,LTSNR_ALLOW,OTB_LEVEL,OTB_COND_TYPE,KEY_ID,OTB_VALUE,OTB_CURR,OTB_RES_VALUE,OTB_SPEC_VALUE,SPR_RSN_PROFILE,BUDG_TYPE,OTB_STATUS,OTB_REASON,CHECK_TYPE,CON_OTB_REQ,CON_PREBOOK_LEV,CON_DISTR_LEV
375,4500000056,US00,F,NB,,,9,2/1/17,GBI-047,10,10,125051,EN,1,0,0,0,0,0,US00,N00,EUR,0.94,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000075,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000057,US00,F,NB,,,9,2/1/17,GBI-041,10,10,125052,EN,1,0,0,0,0,0,US00,N00,BSD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000076,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000058,US00,F,NB,,,9,2/1/17,GBI-065,10,10,125047,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000077,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000059,US00,F,NB,,,9,2/1/17,GBI-058,10,10,125040,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000078,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000060,US00,F,NB,,,9,2/1/17,GBI-065,10,10,125047,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000079,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000061,US00,F,NB,,,9,2/1/17,GBIFAC-01,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000080,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000062,US00,F,NB,,,9,2/1/17,GBI-056,10,10,125058,EN,1,0,0,0,0,0,US00,N00,EUR,0.94,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000081,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000063,US00,F,NB,,,9,2/1/17,GBIFAC-01,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000082,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000064,US00,F,NB,,,9,2/1/17,GBI-033,10,20,125054,EN,1,0,0,0,0,0,US00,N00,HKD,/7.80000,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000083,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000065,US00,F,NB,,,9,2/1/17,GBI-044,10,10,125055,EN,1,0,0,0,0,0,US00,N00,AUD,0.56,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000084,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000066,US00,F,NB,,,9,2/1/17,GBI-051,10,10,125060,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000085,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000067,US00,F,NB,,,9,2/1/17,GBI-049,10,20,125029,EN,4,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000086,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000068,US00,F,NB,,,9,2/1/17,GBI-042,10,10,125062,EN,4,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000087,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000069,US00,F,NB,,,9,2/1/17,GBI-054,10,20,125038,EN,1,0,0,0,0,0,US00,N00,JPY,/114.75000,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000088,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000070,US00,F,NB,,,9,2/1/17,GBI-061,10,10,125061,EN,1,0,0,0,0,0,US00,N00,AUD,0.56,,2/9/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000089,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000071,US00,F,NB,,,9,2/1/17,GBI-037,10,10,125063,EN,,0,0,0,0,0,US00,N00,BMD,1,X,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000090,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000072,US00,F,NB,,,9,2/1/17,GBI-037,10,10,125068,EN,,0,0,0,0,0,US00,N00,USD,1,,2/1/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000091,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000073,US00,F,NB,,,9,2/2/17,GBI-038,10,10,125057,EN,,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000092,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000074,US00,F,NB,,,9,2/2/17,GBI-061,10,10,125071,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000093,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000075,US00,F,NB,,,9,2/2/17,GBI-058,10,10,125040,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000094,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000076,US00,F,NB,,,9,2/2/17,GBI-026,10,10,,EN,,0,0,0,0,0,US00,N00,,,,2/11/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000095,,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000077,US00,F,NB,,,9,2/2/17,GBI-037,10,10,125063,EN,,0,0,0,0,0,US00,N00,BMD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000096,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000078,US00,F,NB,,,9,2/2/17,GBI-037,10,10,125074,EN,,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000097,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000079,US00,F,NB,,,9,2/2/17,GBI-026,10,10,125070,EN,1,0,0,0,0,0,US00,N00,AUD,0.56,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000098,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000080,US00,F,NB,,,9,2/2/17,GBI-053,10,10,125036,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000099,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000081,US00,F,NB,,,9,2/2/17,GBI-031,10,10,125075,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000100,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000082,US00,F,NB,,,9,2/2/17,GBI-013,10,10,125053,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000101,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000083,US00,F,NB,,,9,2/2/17,GBI-048,10,10,125078,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000102,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000084,US00,F,NB,,,9,2/2/17,GBI-045,10,10,125046,EN,5,0,0,0,0,0,US00,N00,JOD,1.4,X,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000103,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000085,US00,F,NB,,,9,2/2/17,GBIFAC-01,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000104,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000086,US00,F,NB,,,9,2/2/17,GBI-045,10,20,125046,EN,5,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000105,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000087,US00,F,NB,,,9,2/2/17,GBIFAC-01,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/2/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000106,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000088,US00,F,NB,,,9,2/3/17,GBI-060,10,10,125080,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/3/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000107,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000089,US00,F,NB,,,9,2/4/17,GBI-024,10,10,125012,EN,1,0,0,0,0,0,US00,N00,CHF,/1.60100,,2/4/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000108,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000090,US00,F,NB,,,9,2/4/17,GBI-029,10,10,125016,EN,1,0,0,0,0,0,US00,N00,KRW,"/1,277.00000",,2/4/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000109,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000091,US00,F,NB,,,9,2/4/17,GBI-029,10,10,125016,EN,1,0,0,0,0,0,US00,N00,KRW,"/1,277.00000",,2/4/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000110,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000092,US00,F,NB,,,9,2/4/17,GBI-009,10,10,125081,EN,1,0,0,0,0,0,US00,N00,MXN,/9.71000,X,2/4/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000111,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000093,US00,F,NB,,,9,2/4/17,GBI-005,10,10,125004,EN,,0,0,0,0,0,US00,N00,USD,1,,2/4/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000112,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000094,US00,F,NB,,,9,2/5/17,GBI-011,10,10,125011,EN,1,0,0,0,0,0,US00,N00,CNY,/8.28000,,2/14/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000113,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000095,US00,F,NB,,,9,2/5/17,GBI-015,10,10,125022,EN,1,0,0,0,0,0,US00,N00,AUD,0.56,,2/5/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000114,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000096,US00,F,NB,,,9,2/6/17,GBI-009,10,10,125081,EN,1,0,0,0,0,0,US00,N00,MXN,/9.71000,,2/6/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000115,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000097,US00,F,NB,,,9,2/6/17,GBI-085,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/6/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000116,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000098,US00,F,NB,,,9,2/6/17,GBI-013,10,10,125053,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/6/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000117,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000099,US00,F,NB,,,9,2/7/17,GBI-006,10,10,125031,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000118,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000100,US00,F,NB,,,9,2/7/17,GBI-020,10,10,125027,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000119,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000101,US00,F,NB,,,9,2/7/17,GBI-085,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000120,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000102,US00,F,NB,,,9,2/7/17,GBI-057,10,10,125005,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000121,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000103,US00,F,NB,,,9,2/7/17,GBI-022,10,10,125002,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000122,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000104,US00,F,NB,,,9,2/7/17,GBI-055,10,10,125008,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000123,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000105,US00,F,NB,,,9,2/7/17,GBI-062,10,10,125044,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000124,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000106,US00,F,NB,,,9,2/7/17,GBIFAC-01,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000125,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000107,US00,F,NB,,,9,2/7/17,GBIFAC-01,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/17/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000126,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000108,US00,F,NB,,,9,2/7/17,GBIFAC-01,10,10,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000127,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000109,US00,F,NB,,,9,2/7/17,GBI-058,10,10,125040,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000128,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000110,US00,F,NB,,,9,2/7/17,GBI-059,10,10,125043,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000129,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000111,US00,F,NB,,,9,2/7/17,GBI-027,10,10,125010,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,2/7/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000130,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000112,US00,F,NB,,,9,2/8/17,GBI-037,10,10,125074,EN,,0,0,0,0,0,US00,N00,USD,1,,2/8/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000131,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000113,US00,F,NB,,,9,2/8/17,GBI-061,10,10,125071,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/8/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000132,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000114,US00,F,NB,,,9,2/8/17,GBI-046,10,10,125017,EN,1,0,0,0,0,0,US00,N00,INR,/46.69000,,2/8/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000133,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000115,US00,F,NB,,,9,2/8/17,GBI-034,10,10,125035,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/8/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000134,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,,2,0,,,,,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
375,4500000116,US00,F,NB,,,9,2/8/17,GBI-085,10,20,125000,EN,1,0,0,0,0,0,US00,N00,USD,1,,2/8/17,,,,,,,,,,,,,,,,,,,,,,,0,,1000000128,RM0000,SAP,,,,,1,,,,,,,US,,,US,,0,,,X,2,0,,,,H,,0,,0,0,,,,,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,
