MANDT,KNUMV,KPOSN,STUNR,ZAEHK,KAPPL,KSCHL,KDATU,KRECH,KAWRT,KBETR,WAERS,KKURS,KPEIN,KMEIN,KUMZA,KUMNE,KNTYP,KSTAT,KNPRS,KRUEK,KRELI,KHERK,KGRPE,KOUPD,KOLNR,KNUMH,KOPOS,KVSL1,SAKN1,MWSK1,KVSL2,SAKN2,MWSK2,LIFNR,KUNNR,KDIFF,KWERT,KSTEU,KINAK,KOAID,ZAEKO,KMXAW,KMXWR,KDUPL,KZBZG,KSTBS,KONMS,KONWS,KWAEH,KFKIV,KVARC,KMPRS,PRSQU,STUFE,WEGXX,KTREL,MDFLG,TXJLV
670,1000000045,10,60,1,M,WOTB,04/30/2018,C,               50.00,"       1,100.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         5,500.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000046,10,1,1,M,PBXX,04/30/2018,C,              100.00,"       1,300.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"        13,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000046,10,10,1,M,ZC00,04/30/2018,C,              100.00,           0.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000046,10,10,2,M,ZC00,04/30/2018,C,              100.00,         100.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"         1,000.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000046,10,21,1,M,NAVM,04/30/2018,B,"           14,000.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000046,10,35,1,M,SKTO,04/30/2018,A,"           14,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000046,10,60,1,M,WOTB,04/30/2018,C,              100.00,"       1,400.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"        14,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000047,10,1,1,M,PBXX,04/30/2018,C,"           10,000.00",           5.00,USD,1.0,1,IN2,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"         5,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000047,10,10,1,M,ZC00,04/30/2018,C,"           10,000.00",           0.40,USD,1.0,1,IN2,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,           400.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000047,10,21,1,M,NAVM,04/30/2018,B,"            5,400.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000047,10,35,1,M,SKTO,04/30/2018,A,"            5,400.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000047,10,60,1,M,WOTB,04/30/2018,C,"           10,000.00",           5.40,USD,1.0,1,IN2,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         5,400.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000048,10,1,1,M,PBXX,04/30/2018,C,              100.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"        10,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000048,10,10,1,M,ZC00,04/30/2018,C,              100.00,          50.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,           500.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000048,10,21,1,M,NAVM,04/30/2018,B,"           10,500.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000048,10,35,1,M,SKTO,04/30/2018,A,"           10,500.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000048,10,60,1,M,WOTB,04/30/2018,C,              100.00,"       1,050.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"        10,500.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000049,10,1,1,M,PBXX,05/01/2018,C,              100.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"        10,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000049,10,10,1,M,ZC00,05/01/2018,C,              100.00,         100.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"         1,000.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000049,10,21,1,M,NAVM,05/01/2018,B,"           11,000.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000049,10,35,1,M,SKTO,05/01/2018,A,"           11,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000049,10,60,1,M,WOTB,05/01/2018,C,              100.00,"       1,100.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"        11,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000050,10,1,1,M,PBXX,05/01/2018,C,"            1,000.00",         100.00,USD,1.0,1,TO,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"        10,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000050,10,10,1,M,ZC00,05/01/2018,C,"            1,000.00",           0.00,USD,1.0,10,TO,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,             0.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000050,10,21,1,M,NAVM,05/01/2018,B,"           10,000.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000050,10,35,1,M,SKTO,05/01/2018,A,"           10,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000050,10,60,1,M,WOTB,05/01/2018,C,"            1,000.00",         100.00,USD,1.0,1,TO,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"        10,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000051,10,1,1,M,PBXX,05/01/2018,C,               10.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"         1,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000051,10,10,1,M,ZC00,05/01/2018,C,               10.00,          50.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,            50.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000051,10,21,1,M,NAVM,05/01/2018,B,"            1,050.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000051,10,35,1,M,SKTO,05/01/2018,A,"            1,050.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000051,10,60,1,M,WOTB,05/01/2018,C,               10.00,"       1,050.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         1,050.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000052,10,1,1,M,PBXX,05/01/2018,C,               10.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"         1,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000052,10,10,1,M,ZC00,05/01/2018,C,               10.00,          50.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,            50.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000052,10,21,1,M,NAVM,05/01/2018,B,"            1,050.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000052,10,35,1,M,SKTO,05/01/2018,A,"            1,050.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000052,10,60,1,M,WOTB,05/01/2018,C,               10.00,"       1,050.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         1,050.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000053,10,1,1,M,PBXX,05/01/2018,C,               10.00,          60.00,USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,            60.00,C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000053,10,10,1,M,ZA00,05/01/2018,A,               60.00,           0.00,,0.0,0,,0,0,,,,,,C,,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000053,10,21,1,M,NAVM,05/01/2018,B,               60.00,           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000053,10,35,1,M,SKTO,05/01/2018,A,               60.00,           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000053,10,60,1,M,WOTB,05/01/2018,C,               10.00,          60.00,USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,            60.00,A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000054,10,1,1,M,PBXX,05/01/2018,C,              400.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"        40,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000054,10,10,1,M,ZC00,05/01/2018,C,              400.00,          50.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"         2,000.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000054,10,21,1,M,NAVM,05/01/2018,B,"           42,000.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000054,10,35,1,M,SKTO,05/01/2018,A,"           42,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000054,10,60,1,M,WOTB,05/01/2018,C,              400.00,"       1,050.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"        42,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000055,10,1,1,M,PBXX,05/01/2018,C,              100.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"        10,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000055,10,10,1,M,ZC00,05/01/2018,C,              100.00,          50.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,           500.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000055,10,21,1,M,NAVM,05/01/2018,B,"           10,500.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000055,10,35,1,M,SKTO,05/01/2018,A,"           10,500.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000055,10,60,1,M,WOTB,05/01/2018,C,              100.00,"       1,050.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"        10,500.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000056,10,1,1,M,PBXX,05/01/2018,C,"            2,000.00","     200,000.00",USD,1.0,1,GM,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"    40,000,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000056,10,10,1,M,ZC00,05/01/2018,C,"            2,000.00",         100.00,USD,1.0,1,GM,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"        20,000.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000056,10,21,1,M,NAVM,05/01/2018,B,"       40,020,000.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000056,10,35,1,M,SKTO,05/01/2018,A,"       40,020,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000056,10,60,1,M,WOTB,05/01/2018,C,"            2,000.00","     200,100.00",USD,1.0,1,GM,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"    40,020,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000057,10,1,1,M,PBXX,05/01/2018,C,"            3,000.00","     300,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"    90,000,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000057,10,10,1,M,ZC00,05/01/2018,C,"            3,000.00",         100.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"        30,000.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000057,10,21,1,M,NAVM,05/01/2018,B,"       90,030,000.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000057,10,35,1,M,SKTO,05/01/2018,A,"       90,030,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000057,10,60,1,M,WOTB,05/01/2018,C,"            3,000.00","     300,100.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"    90,030,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000058,10,1,1,M,PBXX,05/01/2018,C,"           10,000.00",           1.00,USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"         1,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000058,10,10,1,M,ZC00,05/01/2018,C,                0.00,           0.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,           100.00,E,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000058,10,21,1,M,NAVM,05/01/2018,B,"            1,100.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000058,10,35,1,M,SKTO,05/01/2018,A,"            1,100.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000058,10,60,1,M,WOTB,05/01/2018,C,"           10,000.00",           1.10,USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         1,100.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000059,10,1,1,M,PBXX,05/01/2018,C,              500.00,"   1,000,000.00",USDN,-1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"    50,000,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000059,10,10,1,M,ZC00,05/01/2018,C,              500.00,"     100,000.00",USDN,-1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"     5,000,000.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000059,10,21,1,M,NAVM,05/01/2018,B,"       55,000,000.00",           0.00,USDN,-1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000059,10,35,1,M,SKTO,05/01/2018,A,"       55,000,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000059,10,60,1,M,WOTB,05/01/2018,C,              500.00,"   1,100,000.00",USDN,-1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"    55,000,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000060,10,1,1,M,PBXX,05/01/2018,C,               20.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"         2,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000060,10,10,1,M,ZC00,05/01/2018,C,               20.00,          50.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,           100.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000060,10,21,1,M,NAVM,05/01/2018,B,"            2,100.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000060,10,35,1,M,SKTO,05/01/2018,A,"            2,100.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000060,10,60,1,M,WOTB,05/01/2018,C,               20.00,"       1,050.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         2,100.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000061,10,1,1,M,PBXX,05/01/2018,C,              100.00,          10.00,USD,1.0,1,OZ,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,           100.00,C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000061,10,10,1,M,ZC00,05/01/2018,C,              100.00,          50.00,USD,1.0,1,OZ,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,           500.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000061,10,21,1,M,NAVM,05/01/2018,B,              600.00,           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000061,10,35,1,M,SKTO,05/01/2018,A,              600.00,           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000061,10,60,1,M,WOTB,05/01/2018,C,              100.00,          60.00,USD,1.0,1,OZ,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,           600.00,A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000062,10,1,1,M,PBXX,05/01/2018,C,              100.00,         200.00,USD,1.0,1,FT2,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"         2,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000062,10,10,1,M,ZC00,05/01/2018,C,              100.00,           2.00,USD,1.0,1,FT2,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,            20.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000062,10,21,1,M,NAVM,05/01/2018,B,"            2,020.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000062,10,35,1,M,SKTO,05/01/2018,A,"            2,020.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000062,10,60,1,M,WOTB,05/01/2018,C,              100.00,         202.00,USD,1.0,1,FT2,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         2,020.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000063,10,1,1,M,PBXX,05/01/2018,C,               50.00,"       7,000.00",USD,1.0,1,G,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"        35,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000063,10,10,1,M,ZC00,05/01/2018,C,               50.00,"       1,750.00",USD,1.0,1,G,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"         8,750.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000063,10,21,1,M,NAVM,05/01/2018,B,"           43,750.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000063,10,35,1,M,SKTO,05/01/2018,A,"           43,750.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000063,10,60,1,M,WOTB,05/01/2018,C,               50.00,"       8,750.00",USD,1.0,1,G,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"        43,750.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000064,10,1,1,M,PBXX,05/01/2018,C,"            5,000.00",           1.00,USD,1.0,1,L,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,           500.00,C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000064,10,10,1,M,ZC00,05/01/2018,C,"            5,000.00",           0.10,USD,1.0,1,L,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,            50.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000064,10,21,1,M,NAVM,05/01/2018,B,              550.00,           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000064,10,35,1,M,SKTO,05/01/2018,A,              550.00,           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000064,10,60,1,M,WOTB,05/01/2018,C,"            5,000.00",           1.10,USD,1.0,1,L,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,           550.00,A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000065,10,1,1,M,PBXX,05/01/2018,C,              100.00,          50.00,USD,1.0,1,KG,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,           500.00,C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000065,10,10,1,M,ZC00,05/01/2018,C,              100.00,           5.00,USD,1.0,1,KG,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,            50.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000065,10,21,1,M,NAVM,05/01/2018,B,              550.00,           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000065,10,35,1,M,SKTO,05/01/2018,A,              550.00,           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000065,10,60,1,M,WOTB,05/01/2018,C,              100.00,          55.00,USD,1.0,1,KG,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,           550.00,A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000066,10,1,1,M,PBXX,05/01/2018,C,               10.00,"       1,000.00",USD,1.0,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"         1,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000066,10,10,1,M,ZC00,05/01/2018,C,               10.00,         100.00,USD,1.0,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,           100.00,C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000066,10,21,1,M,NAVM,05/01/2018,B,"            1,100.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000066,10,35,1,M,SKTO,05/01/2018,A,"            1,100.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000066,10,60,1,M,WOTB,05/01/2018,C,               10.00,"       1,100.00",USD,1.0,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"         1,100.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000067,10,1,1,M,PBXX,05/01/2018,C,"            1,000.00","      10,000.00",USD,1.0,1,IN,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"     1,000,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000067,10,10,1,M,ZC00,05/01/2018,C,"            1,000.00",          10.00,USD,1.0,1,IN,1,1,,,,,,C,,,0,,0,,,,,,,,,0.0,"         1,000.00",C,,A,0,,,,,0.0,,,,,,X,,0,0,,,
670,1000000067,10,21,1,M,NAVM,05/01/2018,B,"        1,001,000.00",           0.00,USD,1.0,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0.0,             0.00,A,,D,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000067,10,35,1,M,SKTO,05/01/2018,A,"        1,001,000.00",           0.00,,0.0,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0.0,             0.00,A,,A,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000067,10,60,1,M,WOTB,05/01/2018,C,"            1,000.00","      10,010.00",USD,1.0,1,IN,1,1,,X,,,,A,,,0,,0,,,,,,,,,0.0,"     1,001,000.00",A,,B,0,,,,,0.0,,,,,,,,0,0,,,
670,1000000068,10,1,1,M,PBXX,05/01/2018,C,"            1,000.00","      50,000.00",USD,1.0,1,DR,1,1,H,,,,,A,,,0,,0,,,,,,,,,0.0,"     5,000,000.00",C,,B,0,,,,,0.0,,,,,,X,,0,0,,,
