MANDT,EBELN,EBELP,LOEKZ,STATU,AEDAT,TXZ01,MATNR,EMATN,BUKRS,WERKS,LGORT,BEDNR,MATKL,INFNR,IDNLF,KTMNG,MENGE,MEINS,BPRME,BPUMZ,BPUMN,UMREZ,UMREN,NETPR,PEINH,NETWR,BRTWR,AGDAT,WEBAZ,MWSKZ,BONUS,INSMK,SPINF,PRSDR,SCHPR,MAHNZ,MAHN1,MAHN2,MAHN3,UEBTO,UEBTK,UNTTO,BWTAR,BWTTY,ABSKZ,AGMEM,ELIKZ,EREKZ,PSTYP,KNTTP,KZVBR,VRTKZ,TWRKZ,WEPOS,WEUNB,REPOS,WEBRE,KZABS,LABNR,KONNR,KTPNR,ABDAT,ABFTZ,ETFZ1,ETFZ2,KZSTU,NOTKZ,LMEIN,EVERS,ZWERT,NAVNW,ABMNG,PRDAT,BSTYP,EFFWR,XOBLR,KUNNR,ADRNR,EKKOL,SKTOF,STAFO,PLIFZ,NTGEW,GEWEI,TXJCD,ETDRK,SOBKZ,ARSNR,ARSPS,INSNC,SSQSS,ZGTYP,EAN11,BSTAE,REVLV,GEBER,FISTL,FIPOS,KO_GSBER,KO_PARGB,KO_PRCTR,KO_PPRCTR,MEPRF,BRGEW,VOLUM,VOLEH,INCO1,INCO2,VORAB,KOLIF,LTSNR,PACKNO,FPLNR,GNETWR,STAPO,UEBPO,LEWED,EMLIF,LBLKZ,SATNR,ATTYP,VSART,HANDOVERLOC,KANBA,ADRN2,CUOBJ,XERSY,EILDT,DRDAT,DRUHR,DRUNR,AKTNR,ABELN,ABELP,ANZPU,PUNEI,SAISO,SAISJ,EBON2,EBON3,EBONF,MLMAA,MHDRZ,ANFNR,ANFPS,KZKFG,USEQU,UMSOK,BANFN,BNFPO,MTART,UPTYP,UPVOR,KZWI1,KZWI2,KZWI3,KZWI4,KZWI5,KZWI6,SIKGR,MFZHI,FFZHI,RETPO,AUREL,BSGRU,LFRET,MFRGR,NRFHG,J_1BNBM,J_1BMATUSE,J_1BMATORG,J_1BOWNPRO,J_1BINDUST,ABUEB,NLABD,NFABD,KZBWS,BONBA,FABKZ,J_1AINDXP,J_1AIDATEP,MPROF,EGLKZ,KZTLF,KZFME,RDPRF,TECHS,CHG_SRV,CHG_FPLNR,MFRPN,MFRNR,EMNFR,NOVET,AFNAM,TZONRC,IPRKZ,LEBRE,BERID,XCONDITIONS,APOMS,CCOMP,GRANT_NBR,FKBER,STATUS,RESLO,KBLNR,KBLPOS,WEORA,SRV_BAS_COM,PRIO_URG,PRIO_REQ,EMPST,DIFF_INVOICE,TRMRISK_RELEVANT,SPE_ABGRU,SPE_CRM_SO,SPE_CRM_SO_ITEM,SPE_CRM_REF_SO,SPE_CRM_REF_ITEM,SPE_CRM_FKREL,SPE_CHNG_SYS,SPE_INSMK_SRC,SPE_CQ_CTRLTYPE,SPE_CQ_NOCQ,REASON_CODE,CQU_SAR,ANZSN,SPE_EWM_DTC,EXLIN,EXSNR,EHTYP,RETPC,DPTYP,DPPCT,DPAMT,DPDAT,FLS_RSTO,EXT_RFX_NUMBER,EXT_RFX_ITEM,EXT_RFX_SYSTEM,SRM_CONTRACT_ID,SRM_CONTRACT_ITM,BLK_REASON_ID,BLK_REASON_TXT,ITCONS,FIXMG,WABWE,CMPL_DLV_ITM,INCO2_L,INCO3_L,TC_AUT_DET,MANUAL_TC_REASON,FISCAL_INCENTIVE,TAX_SUBJECT_ST,FISCAL_INCENTIVE_ID,SF_TXJCD,/BEV1/NEGEN_ITEM,/BEV1/NEDEPFREE,/BEV1/NESTRUCCAT,ADVCODE,BUDGET_PD,EXCPE,FMFGUS_KEY,IUID_RELEVANT,MRPIND,SGT_SCAT,SGT_RCAT,WRF_CHARSTC1,WRF_CHARSTC2,WRF_CHARSTC3,REFSITE,SERRU,SERNP,DISUB_SOBKZ,DISUB_PSPNR,DISUB_KUNNR,DISUB_VBELN,DISUB_POSNR,DISUB_OWNER,FSH_SEASON_YEAR,FSH_SEASON,FSH_COLLECTION,FSH_THEME,FSH_ATP_DATE,FSH_VAS_REL,FSH_VAS_PRNT_ID,FSH_TRANSACTION,FSH_ITEM_GROUP,FSH_ITEM,FSH_SS,FSH_GRID_COND_REC,FSH_PSM_PFM_SPLIT,CNFM_QTY,REF_ITEM,SOURCE_ID,SOURCE_KEY,PUT_BACK,POL_ID,CONS_ORDER
375,4500000252,10,,,2/17/17,German Gems,GERMANGEMS,GERMANGEMS,US00,DL00,RE00,,RAW,,,0,1,G,G,1,1,1,1,100000.00,1,100000.00,100000.00,,0,XI,,,,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"100,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000267,10,ROH,,,0,0,0,0,0,0,,0,0,X,,,,,,,,,,,,,,,"100,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000253,10,,,2/17/17,Service,,,US00,DL00,,,UTIL,,,0,1,AU,AU,1,1,0,0,10000.00,1,10000.00,10000.00,,0,XI,,,,X,,0,0,0,0,0,X,0,,,,,,,9,K,V,,,X,,X,X,,,,0,,0,0,0,,,,,0,0,0,2/17/17,F,"10,000.00",X,,,,,SAP,0,0,,TX0000000,4,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,86,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"10,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000254,10,,,2/20/17,service,,,US00,DL00,,,UTIL,,,0,1,AU,AU,1,1,0,0,7500.00,1,7500.00,7500.00,,0,XI,,,,X,,0,0,0,0,0,X,0,,,,,,,9,K,V,,,X,,X,X,,,,0,,0,0,0,,,,,0,0,0,2/17/17,F,"7,500.00",X,,,,,SAP,0,0,,TX0000000,4,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,105,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"7,500.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000255,10,,,2/17/17,Service,,,US00,DL00,,,UTIL,,,0,1,AU,AU,1,1,0,0,9000.00,1,9000.00,9000.00,,0,XI,,,,X,,0,0,0,0,0,X,0,,,,,,,9,K,V,,,X,,X,X,,,,0,,0,0,0,,,,,0,0,0,2/17/17,F,"9,000.00",X,,,,,SAP,0,0,,TX0000000,4,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,103,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"9,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000256,10,,,2/17/17,Brent Crude Oil,BRENTCRUDE,BRENTCRUDE,US00,DL00,RM00,,RAW,5300000010,,0,19919,LB,LB,1,1,1,1,4607.50,1,91776792.50,91776792.50,,0,XI,,,,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,LB,,0,0,0,2/17/17,F,133.55,,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,ROH,,,0,0,0,0,0,0,,0,0,X,,,,,,,,,,,,,,,133.55,,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000257,10,,,2/20/17,service,,,US00,DL00,,,UTIL,,,0,1,AU,AU,1,1,0,0,7500.00,1,7500.00,7500.00,,0,XI,,,,X,,0,0,0,0,0,X,0,,,,,,,9,K,V,,,X,,X,X,,,,0,,0,0,0,,,,,0,0,0,2/17/17,F,"7,500.00",X,,,,,SAP,0,0,,TX0000000,4,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,111,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"7,500.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000258,10,,,2/18/17,Consulting,,,US00,DL00,,,UTIL,,,0,1,AU,AU,1,1,0,0,11250.00,1,11250.00,11250.00,,0,XI,,,,X,,0,0,0,0,0,X,0,,,,,,,9,K,V,,,X,,X,X,,,,0,,0,0,0,,,,,0,0,0,2/17/17,F,"11,250.00",X,,,,,SAP,0,0,,TX0000000,4,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,114,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"11,250.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000259,10,,,2/17/17,service,,,US00,DL00,,,UTIL,,,0,1,AU,AU,1,1,0,0,20000.00,1,20000.00,20000.00,,0,,,,,X,,0,0,0,0,0,X,0,,,,,,,9,K,V,,,X,,X,X,,,,0,,0,0,0,,,,,0,0,0,2/17/17,F,"20,000.00",X,,,,,SAP,0,0,,,4,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,121,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"20,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000260,10,,,2/20/17,Consulting Service,,,US00,DL00,,,UTIL,,,0,1,AU,AU,1,1,0,0,15000.00,1,15000.00,15000.00,,0,XI,,,,X,,0,0,0,0,0,X,0,,,,,,,9,K,V,,,X,,X,X,,,,0,,0,0,0,,,,,0,0,0,2/17/17,F,"15,000.00",X,,,,,SAP,0,0,,TX0000000,4,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,149,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"15,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000261,10,,,2/17/17,Russian Ruby,RUSSIAN RUBY,RUSSIAN RUBY,US00,DL00,RM00,,RAW,5300000091,,0,100,G,G,1,1,1,1,450000.00,1,45000000.00,45000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"45,000,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000310,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"45,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000262,10,,,2/17/17,Australian Amethyst,AUSTRALIANAMETHYST,AUSTRALIANAMETHYST,US00,DL00,RM00,,RAW,5300000093,,0,100,G,G,1,1,1,1,9130100.00,1,913010000.00,913010000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"913,010,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000318,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"913,010,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000263,10,,,2/17/17,Canadian Crystal,CANADIAN CRYSTAL,CANADIAN CRYSTAL,US00,DL00,RM00,,RAW,5300000094,,0,100,G,G,1,1,1,1,200000.00,1,20000000.00,20000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"20,000,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000315,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"20,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000264,10,,,2/17/17,Britain Black Pearl,BRITAIN BLACK PEAR,BRITAIN BLACK PEAR,US00,DL00,RM00,,RAW,5300000095,,0,100,G,G,1,1,1,1,500000.00,1,50000000.00,50000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"50,000,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000316,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"50,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000265,10,,,2/17/17,Swiss Sapphire,SWISS SAPPHIRE,SWISS SAPPHIRE,US00,DL00,RM00,,RAW,5300000096,,0,100,G,G,1,1,1,1,100000.00,1,10000000.00,10000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"10,000,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000317,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000266,10,,,2/17/17,Russian Ruby,RUSSIAN RUBY,RUSSIAN RUBY,US00,DL00,,,RAW,5300000091,,0,100,G,G,1,1,1,1,450000.00,1,45000000.00,45000000.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"45,000,000.00",,,,,,SAP,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"45,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000267,10,,,2/17/17,Russian Ruby,RUSSIAN RUBY,RUSSIAN RUBY,US00,DL00,RM00,,RAW,5300000091,,0,5,G,G,1,1,1,1,450000.00,1,2250000.00,2250000.00,,0,XI,,,,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"2,250,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,ROH,,,0,0,0,0,0,0,,0,0,X,,,,,,,,,,,,,,,"2,250,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000268,10,,,2/17/17,South African Sapphire,SA SAPPHIRE,SA SAPPHIRE,US00,DL00,RM00,,RAW,5300000097,,0,10,G,G,1,1,1,1,100000.00,1,1000000.00,1000000.00,,0,,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"1,000,000.00",,,,,,SAP,0,0,,,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000319,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"1,000,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000269,10,,,2/17/17,Russian Ruby,RUSSIAN RUBY,RUSSIAN RUBY,US00,DL00,RM00,,RAW,5300000091,,0,5,G,G,1,1,1,1,450000.00,1,2250000.00,2250000.00,,0,XI,,,,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"2,250,000.00",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,ROH,,,0,0,0,0,0,0,,0,0,X,,,,,,,,,,,,,,,"2,250,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000270,10,,,2/17/17,Russian Ruby,RUSSIAN RUBY,RUSSIAN RUBY,US00,DL00,RM00,,RAW,5300000091,,0,5,G,G,1,1,1,1,450000.00,1,2250000.00,2250000.00,,0,XI,,,,X,,0,0,0,0,0,,0,,,,,X,,0,K,V,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"2,250,000.00",X,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,ROH,,,0,0,0,0,0,0,,0,0,X,,,,,,,,,,,,,,,"2,250,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000271,10,,,2/17/17,Russian Ruby,RUSSIAN RUBY,RUSSIAN RUBY,US00,DL00,RM00,,RAW,5300000091,,0,5,G,G,1,1,1,1,450000.00,1,2250000.00,2250000.00,,0,XI,,,,X,,0,0,0,0,0,,0,,,,,X,,0,K,V,,,X,,X,,,,,0,,0,0,0,,,G,,0,0,0,2/17/17,F,"2,250,000.00",X,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,,0,ROH,,,0,0,0,0,0,0,,0,0,X,,,,,,,,,,,,,,,"2,250,000.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000272,10,,,2/18/17,Raw materials gold for Team 8 FraudCase,GOLD TEAM 8,GOLD TEAM 8,US00,DL00,RM00,,RAW,5300000098,,0,35,OZ,OZ,1,1,1,1,1237.40,1,43309.00,43309.00,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,OZ,,0,0,0,2/17/17,F,"42,009.73",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000309,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"43,309.00",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000273,10,,,2/18/17,Raw materials gold for Team 8 FraudCase,GOLD TEAM 8,GOLD TEAM 8,US00,DL00,RM00,,RAW,5300000098,,0,44,OZ,OZ,1,1,1,1,1237.30,1,54441.20,54441.20,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,OZ,,0,0,0,2/17/17,F,"52,807.96",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000308,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"54,441.20",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000274,10,,,2/18/17,Raw materials gold for Team 8 FraudCase,GOLD TEAM 8,GOLD TEAM 8,US00,DL00,RM00,,RAW,5300000098,,0,41,OZ,OZ,1,1,1,1,1235.29,1,50646.89,50646.89,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,OZ,,0,0,0,2/17/17,F,"49,127.48",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000307,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"50,646.89",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
375,4500000275,10,,,2/18/17,Raw materials gold for Team 8 FraudCase,GOLD TEAM 8,GOLD TEAM 8,US00,DL00,RM00,,RAW,5300000098,,0,80,OZ,OZ,1,1,1,1,1235.29,1,98823.20,98823.20,,0,XI,,,C,X,,0,0,0,0,0,,0,,,,,X,,0,,,,,X,,X,,,,,0,,0,0,0,,,OZ,,0,0,0,2/17/17,F,"95,858.50",,,,,,SAP,0,0,,TX0000000,,,0,0,,,,,,,,,,,,,,,0,0,,,,,,,0,,0,,0,,,,,,,,,,0,,,,12:00:00 AM,1,,,0,0,,,,,,,,0,,0,,,,10000306,10,ROH,,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,"98,823.20",,,,,,,,,,,,,,,,,CST,D,,,,,,,,,,,0,,,0,0,,,,,,0,,,,,,,,,0,0,,,0,,0,,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,0,,0,0,,,,0,0,,,,,
