,MANDT,MBLNR,MJAHR,VGART,BLART,BLAUM,BLDAT,BUDAT,CPUDT,CPUTM,AEDAT,USNAM,TCODE,XBLNR,BKTXT,FRATH,FRBNR,WEVER,XABLN,AWSYS,BLA2D,TCODE2,BFWMS,EXNUM,SPE_BUDAT_UHR,SPE_BUDAT_ZONE,LE_VBELN,SPE_LOGSYS,SPE_MDNUM_EWM,GTS_CUSREF_NO,FLS_RSTO,MSR_ACTIVE,KNUMV
753,375,5000000763,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 1:00,,,,,,,,
754,375,5000000764,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 2:00,,,,,,,,
755,375,5000000765,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 3:00,,,,,,,,
756,375,5000000766,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 4:00,,,,,,,,
757,375,5000000767,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 5:00,,,,,,,,
758,375,5000000768,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 6:00,,,,,,,,
759,375,5000000769,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 7:00,,,,,,,,
760,375,5000000770,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 8:00,,,,,,,,
761,375,5000000771,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 9:00,,,,,,,,
762,375,5000000772,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 10:00,,,,,,,,
763,375,5000000773,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 11:00,,,,,,,,
764,375,5000000774,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 12:00,,,,,,,,
765,375,5000000775,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 13:00,,,,,,,,
766,375,5000000776,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 14:00,,,,,,,,
767,375,5000000777,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 15:00,,,,,,,,
768,375,5000000778,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 16:00,,,,,,,,
769,375,5000000779,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 17:00,,,,,,,,
770,375,5000000780,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 18:00,,,,,,,,
771,375,5000000781,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 19:00,,,,,,,,
772,375,5000000782,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 20:00,,,,,,,,
773,375,5000000783,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 21:00,,,,,,,,
774,375,5000000784,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 22:00,,,,,,,,
775,375,5000000785,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/13/00 23:00,,,,,,,,
776,375,5000000786,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 0:00,,,,,,,,
777,375,5000000787,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 1:00,,,,,,,,
778,375,5000000788,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 2:00,,,,,,,,
779,375,5000000789,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 3:00,,,,,,,,
780,375,5000000790,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 4:00,,,,,,,,
781,375,5000000791,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 5:00,,,,,,,,
782,375,5000000792,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 6:00,,,,,,,,
783,375,5000000793,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 7:00,,,,,,,,
784,375,5000000794,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 8:00,,,,,,,,
785,375,5000000795,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 9:00,,,,,,,,
786,375,5000000796,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 10:00,,,,,,,,
787,375,5000000797,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 11:00,,,,,,,,
788,375,5000000798,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 12:00,,,,,,,,
789,375,5000000799,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 13:00,,,,,,,,
790,375,5000000800,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 14:00,,,,,,,,
791,375,5000000801,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 15:00,,,,,,,,
792,375,5000000802,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 16:00,,,,,,,,
793,375,5000000803,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 17:00,,,,,,,,
794,375,5000000804,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 18:00,,,,,,,,
795,375,5000000805,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 19:00,,,,,,,,
796,375,5000000806,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 20:00,,,,,,,,
797,375,5000000807,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 21:00,,,,,,,,
798,375,5000000808,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 22:00,,,,,,,,
799,375,5000000809,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/14/00 23:00,,,,,,,,
800,375,5000000810,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 0:00,,,,,,,,
801,375,5000000811,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 1:00,,,,,,,,
802,375,5000000812,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 2:00,,,,,,,,
803,375,5000000813,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 3:00,,,,,,,,
804,375,5000000814,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 4:00,,,,,,,,
805,375,5000000815,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 5:00,,,,,,,,
806,375,5000000816,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 6:00,,,,,,,,
807,375,5000000817,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 7:00,,,,,,,,
808,375,5000000818,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 8:00,,,,,,,,
809,375,5000000819,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 9:00,,,,,,,,
810,375,5000000820,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 10:00,,,,,,,,
811,375,5000000821,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 11:00,,,,,,,,
812,375,5000000822,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 12:00,,,,,,,,
813,375,5000000823,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 13:00,,,,,,,,
814,375,5000000824,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 14:00,,,,,,,,
815,375,5000000825,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 15:00,,,,,,,,
816,375,5000000826,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 16:00,,,,,,,,
817,375,5000000827,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 17:00,,,,,,,,
818,375,5000000828,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 18:00,,,,,,,,
819,375,5000000829,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 19:00,,,,,,,,
820,375,5000000830,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 20:00,,,,,,,,
821,375,5000000831,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 21:00,,,,,,,,
822,375,5000000832,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 22:00,,,,,,,,
823,375,5000000833,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/15/00 23:00,,,,,,,,
824,375,5000000834,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 0:00,,,,,,,,
825,375,5000000835,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 1:00,,,,,,,,
826,375,5000000836,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 2:00,,,,,,,,
827,375,5000000837,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 3:00,,,,,,,,
828,375,5000000838,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 4:00,,,,,,,,
829,375,5000000839,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 5:00,,,,,,,,
830,375,5000000840,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 6:00,,,,,,,,
831,375,5000000841,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 7:00,,,,,,,,
832,375,5000000842,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 8:00,,,,,,,,
833,375,5000000843,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 9:00,,,,,,,,
834,375,5000000844,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 10:00,,,,,,,,
835,375,5000000845,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 11:00,,,,,,,,
836,375,5000000846,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 12:00,,,,,,,,
837,375,5000000847,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 13:00,,,,,,,,
838,375,5000000848,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 14:00,,,,,,,,
839,375,5000000849,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 15:00,,,,,,,,
840,375,5000000850,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 16:00,,,,,,,,
841,375,5000000851,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 17:00,,,,,,,,
842,375,5000000852,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 18:00,,,,,,,,
843,375,5000000853,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 19:00,,,,,,,,
844,375,5000000854,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 20:00,,,,,,,,
845,375,5000000855,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 21:00,,,,,,,,
846,375,5000000856,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 22:00,,,,,,,,
847,375,5000000857,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/16/00 23:00,,,,,,,,
848,375,5000000858,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 0:00,,,,,,,,
849,375,5000000859,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 1:00,,,,,,,,
850,375,5000000860,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 2:00,,,,,,,,
851,375,5000000861,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 3:00,,,,,,,,
852,375,5000000862,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 4:00,,,,,,,,
853,375,5000000863,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 5:00,,,,,,,,
854,375,5000000864,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 6:00,,,,,,,,
855,375,5000000865,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 7:00,,,,,,,,
856,375,5000000866,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 8:00,,,,,,,,
857,375,5000000867,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 9:00,,,,,,,,
858,375,5000000868,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 10:00,,,,,,,,
859,375,5000000869,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 11:00,,,,,,,,
860,375,5000000870,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 12:00,,,,,,,,
861,375,5000000871,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 13:00,,,,,,,,
862,375,5000000872,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 14:00,,,,,,,,
863,375,5000000873,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 15:00,,,,,,,,
864,375,5000000874,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 16:00,,,,,,,,
865,375,5000000875,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 17:00,,,,,,,,
866,375,5000000876,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 18:00,,,,,,,,
867,375,5000000877,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 19:00,,,,,,,,
868,375,5000000878,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 20:00,,,,,,,,
869,375,5000000879,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 21:00,,,,,,,,
870,375,5000000880,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 22:00,,,,,,,,
871,375,5000000881,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/17/00 23:00,,,,,,,,
872,375,5000000882,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 0:00,,,,,,,,
873,375,5000000883,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 1:00,,,,,,,,
874,375,5000000884,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 2:00,,,,,,,,
875,375,5000000885,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 3:00,,,,,,,,
876,375,5000000886,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 4:00,,,,,,,,
877,375,5000000887,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 5:00,,,,,,,,
878,375,5000000888,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 6:00,,,,,,,,
879,375,5000000889,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 7:00,,,,,,,,
880,375,5000000890,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 8:00,,,,,,,,
881,375,5000000891,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 9:00,,,,,,,,
882,375,5000000892,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 10:00,,,,,,,,
883,375,5000000893,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 11:00,,,,,,,,
884,375,5000000894,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 12:00,,,,,,,,
885,375,5000000895,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 13:00,,,,,,,,
886,375,5000000896,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 14:00,,,,,,,,
887,375,5000000897,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 15:00,,,,,,,,
888,375,5000000898,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 16:00,,,,,,,,
889,375,5000000899,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 17:00,,,,,,,,
890,375,5000000900,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 18:00,,,,,,,,
891,375,5000000901,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 19:00,,,,,,,,
892,375,5000000902,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-037,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 20:00,,,,,,,,
893,375,5000000903,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-083,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 21:00,,,,,,,,
894,375,5000000904,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:16:48,,GBI-121,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 22:00,,,,,,,,
895,375,5000000905,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:20,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/18/00 23:00,,,,,,,,
896,375,5000000906,2017,WE,WE,PR,2/21/17,2/21/17,2/21/17,19:17:49,,GBI-018,,,,0,,1,,CAICLNT375,,MIGO,,,1/19/00 0:00,,,,,,,,
