MANDT,KNUMV,KPOSN,STUNR,ZAEHK,KAPPL,KSCHL,KDATU,KRECH,KAWRT,KBETR,WAERS,KKURS,KPEIN,KMEIN,KUMZA,KUMNE,KNTYP,KSTAT,KNPRS,KRUEK,KRELI,KHERK,KGRPE,KOUPD,KOLNR,KNUMH,KOPOS,KVSL1,SAKN1,MWSK1,KVSL2,SAKN2,MWSK2,LIFNR,KUNNR,KDIFF,KWERT,KSTEU,KINAK,KOAID,ZAEKO,KMXAW,KMXWR,KFAKTOR,KDUPL,KFAKTOR1,KZBZG,KSTBS,KONMS,KONWS,KAWRT_K,KWAEH,KWERT_K,KFKIV,KVARC,KMPRS,PRSQU,VARCOND,STUFE,WEGXX,KTREL,MDFLG,TXJLV,KBFLAG,KOLNR3,CPF_GUID,KAQTY
375,1000000105,20,10,1,M,ZC00,2/2/17,C,2000.00,10.00,USD,1,1,G,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"2,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000105,20,21,1,M,NAVM,2/2/17,B,34000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000105,20,35,1,M,SKTO,2/2/17,A,34000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000105,20,60,1,M,WOTB,2/2/17,C,2000.00,170.00,USD,1,1,G,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"34,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000106,10,1,1,M,PBXX,2/2/17,C,1000.00,100.00,USD,1,1,EA,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000106,10,21,1,M,NAVM,2/2/17,B,10000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000106,10,35,1,M,SKTO,2/2/17,A,10000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000106,10,60,1,M,WOTB,2/2/17,C,1000.00,100.00,USD,1,1,EA,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000107,10,1,1,M,PBXX,2/3/17,C,30.00,3000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"9,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000107,10,10,1,M,ZC00,2/3/17,C,30.00,13.38,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,40.14,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000107,10,21,1,M,NAVM,2/3/17,B,9040.14,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000107,10,35,1,M,SKTO,2/3/17,A,9040.14,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000107,10,60,1,M,WOTB,2/3/17,C,30.00,3013.38,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"9,040.14",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000108,10,1,1,M,PBXX,2/6/17,C,100.00,1000.00,CHF,/1.60100,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000108,10,10,1,M,ZC00,2/6/17,C,100.00,100.00,CHF,/1.60100,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"1,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000108,10,21,1,M,NAVM,2/6/17,B,11000.00,0.00,CHF,/1.60100,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000108,10,35,1,M,SKTO,2/6/17,A,11000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000108,10,60,1,M,WOTB,2/6/17,C,100.00,1100.00,CHF,/1.60100,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"11,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000109,10,1,1,M,PBXX,1/27/17,C,1000.00,11788.50,KRW,"/1,277.00000",1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,178,850.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000109,10,10,1,M,ZC00,1/27/17,C,1000.00,20.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"2,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000109,10,10,2,M,ZC00,1/27/17,C,1000.00,0.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000109,10,10,3,M,ZC00,1/27/17,C,1000.00,0.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000109,10,21,1,M,NAVM,1/27/17,B,1180850.00,0.00,KRW,"/1,277.00000",0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000109,10,35,1,M,SKTO,1/27/17,A,1180850.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000109,10,60,1,M,WOTB,1/27/17,C,1000.00,11808.50,KRW,"/1,277.00000",1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,180,850.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000110,10,1,1,M,PBXX,1/27/17,C,1000.00,11788.50,KRW,"/1,277.00000",1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,178,850.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000110,10,10,1,M,ZC00,1/27/17,C,1000.00,20.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"2,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000110,10,10,2,M,ZC00,1/27/17,C,1000.00,0.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000110,10,10,3,M,ZC00,1/27/17,C,1000.00,0.00,KRW,"/1,277.00000",1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000110,10,21,1,M,NAVM,1/27/17,B,1180850.00,0.00,KRW,"/1,277.00000",0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000110,10,35,1,M,SKTO,1/27/17,A,1180850.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000110,10,60,1,M,WOTB,1/27/17,C,1000.00,11808.50,KRW,"/1,277.00000",1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,180,850.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000111,10,1,1,M,PBXX,2/4/17,C,1000.00,1000.00,KPW,1,1,G,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"971,000.00",C,X,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000111,10,21,1,M,NAVM,2/4/17,B,0.00,0.00,KPW,1,0,,0,0,N,X,,,,A,,,0,,0,,,,,,,,,0,0,A,X,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000111,10,35,1,M,SKTO,2/4/17,A,0.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000111,10,60,1,M,WOTB,2/4/17,C,1000.00,0.00,MXN,/9.71000,1,G,0,0,,X,,,,A,,,0,,0,,,,,,,,,0,0,A,X,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000112,10,1,1,M,PBXX,1/25/17,C,100.00,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000112,10,10,1,M,ZC00,1/25/17,C,100.00,1000.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000112,10,21,1,M,NAVM,1/25/17,B,20000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000112,10,35,1,M,SKTO,1/25/17,A,20000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000112,10,60,1,M,WOTB,1/25/17,C,100.00,2000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"20,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000113,10,1,1,M,PBXX,2/4/17,C,1000.00,1000.00,CNY,/8.28000,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000113,10,10,1,M,ZC00,2/4/17,C,1000.00,1000.00,CNY,/8.28000,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"100,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000113,10,21,1,M,NAVM,2/4/17,B,200000.00,0.00,CNY,/8.28000,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000113,10,35,1,M,SKTO,2/4/17,A,200000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000113,10,60,1,M,WOTB,2/4/17,C,1000.00,2000.00,CNY,/8.28000,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"200,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000114,10,1,1,M,PBXX,1/29/17,C,10000.00,50.00,AUD,0.56,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"50,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000114,10,10,1,M,ZC00,1/29/17,C,10000.00,10.00,AUD,0.56,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"10,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000114,10,21,1,M,NAVM,1/29/17,B,60000.00,0.00,AUD,0.56,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000114,10,35,1,M,SKTO,1/29/17,A,60000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000114,10,60,1,M,WOTB,1/29/17,C,10000.00,60.00,AUD,0.56,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"60,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000115,10,1,1,M,PBXX,2/6/17,C,1000.00,1000.00,MXN,/9.71000,1,G,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000115,10,10,1,M,ZC00,2/6/17,C,1000.00,500.00,MXN,/9.71000,1,G,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"50,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000115,10,21,1,M,NAVM,2/6/17,B,150000.00,0.00,MXN,/9.71000,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000115,10,35,1,M,SKTO,2/6/17,A,150000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000115,10,60,1,M,WOTB,2/6/17,C,1000.00,1500.00,MXN,/9.71000,1,G,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"150,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000116,10,1,1,M,PBXX,2/6/17,C,500.00,4253.74,USD,1,"1,000",LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"2,500.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000116,10,11,1,M,RB00,1/24/17,C,86044570.00,-25000.00,USD,,1,LB,1,1,B,X,,X,,C,,,0,,0,FRE,,,FR1,,,125000,,0,"3,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000116,10,21,1,M,NAVM,2/6/17,B,86019570.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000116,10,35,1,M,SKTO,2/6/17,A,86019570.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000116,10,60,1,M,WOTB,2/6/17,C,500.00,4252.50,USD,1,"1,000",LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"2,500.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000117,10,1,1,M,PBXX,2/2/17,C,100.00,500.00,USD,1,1,KG,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"5,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000117,10,10,1,M,ZC00,2/2/17,C,100.00,0.00,USD,1,1,KG,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000117,10,21,1,M,NAVM,2/2/17,B,5000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000117,10,35,1,M,SKTO,2/2/17,A,5000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000117,10,60,1,M,WOTB,2/2/17,C,100.00,500.00,USD,1,1,KG,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"5,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000118,10,1,1,M,PBXX,2/7/17,C,5000.00,4000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"2,000,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000118,10,21,1,M,NAVM,2/7/17,B,2000000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000118,10,35,1,M,SKTO,2/7/17,A,2000000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000118,10,60,1,M,WOTB,2/7/17,C,5000.00,4000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"2,000,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000119,10,1,1,M,PBXX,1/31/17,C,1000.00,10.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000119,10,10,1,M,ZC00,1/31/17,C,1000.00,0.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000119,10,21,1,M,NAVM,1/31/17,B,1000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000119,10,35,1,M,SKTO,1/31/17,A,1000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000119,10,60,1,M,WOTB,1/31/17,C,1000.00,10.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"1,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000120,10,1,1,M,PBXX,2/7/17,C,1000.00,4228.75,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000120,10,11,1,M,RB00,1/24/17,C,84693370.00,-25000.00,USD,,1,LB,1,1,B,X,,X,,C,,,0,,0,FRE,,,FR1,,,125000,,0,"3,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000120,10,21,1,M,NAVM,2/7/17,B,84668370.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000120,10,35,1,M,SKTO,2/7/17,A,84668370.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000120,10,60,1,M,WOTB,2/7/17,C,1000.00,4227.50,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000121,10,1,1,M,PBXX,2/7/17,C,10000.00,10000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000121,10,21,1,M,NAVM,2/7/17,B,10000000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000121,10,35,1,M,SKTO,2/7/17,A,10000000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000121,10,60,1,M,WOTB,2/7/17,C,10000.00,10000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"10,000,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000122,10,1,1,M,PBXX,2/7/17,C,100.00,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000122,10,21,1,M,NAVM,2/7/17,B,10000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000122,10,35,1,M,SKTO,2/7/17,A,10000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000122,10,60,1,M,WOTB,2/7/17,C,100.00,1000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"10,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000123,10,1,1,M,PBXX,1/26/17,C,500.00,5000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"250,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000123,10,10,1,M,ZC00,1/26/17,C,500.00,0.00,USD,1,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,0,C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000123,10,21,1,M,NAVM,1/26/17,B,250000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000123,10,35,1,M,SKTO,1/26/17,A,250000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000123,10,60,1,M,WOTB,1/26/17,C,500.00,5000.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"250,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000124,10,1,1,M,PBXX,2/1/17,C,1000.00,1000.00,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000124,10,10,1,M,ZC00,2/1/17,C,1000.00,1000.00,EUR,0.94,1,LB,1,1,,,,,,C,,,0,,0,,,,,,,,,0,"94,000.00",C,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000124,10,21,1,M,NAVM,2/1/17,B,194000.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000124,10,35,1,M,SKTO,2/1/17,A,194000.00,0.00,,,0,,0,0,E,X,,,,A,X,,0,,0,,,,,,,,,0,0,A,,A,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000124,10,60,1,M,WOTB,2/1/17,C,1000.00,1940.00,USD,1,1,LB,1,1,,X,,,,A,,,0,,0,,,,,,,,,0,"194,000.00",A,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
375,1000000125,10,1,1,M,PBXX,2/7/17,C,1000.00,4257.50,USD,1,1,LB,1,1,H,,,,,A,,,0,,0,,,,,,,,,0,"100,000.00",C,,B,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,X,,,0,0,,,,0,0,,0
375,1000000125,10,21,1,M,NAVM,2/7/17,B,84800885.00,0.00,USD,1,0,,0,0,N,X,,,,A,,,0,,0,,,XI,,,,,,0,0,A,,D,0,,,0.00E+00,,0.00E+00,,0,,,0,,0,,,,,,0,0,,,,0,0,,0
