,MANDT,BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,QSSKZ,DMBTR,WRBTR,KZBTR,PSWBT,PSWSL,TXBHW,TXBFW,MWSTS,WMWST,HWBAS,FWBAS,HWZUZ,FWZUZ,SHZUZ,STEKZ,MWART,TXGRP,KTOSL,QSSHB,KURSR,GBETR,BDIFF,BDIF2,VALUT,ZUONR,SGTXT,ZINKZ,VBUND,BEWAR,ALTKT,VORGN,FDLEV,FDGRP,FDWBT,FDTAG,FKONT,KOKRS,KOSTL,PROJN,AUFNR,VBELN,VBEL2,POSN2,ETEN2,ANLN1,ANLN2,ANBWA,BZDAT,PERNR,XUMSW,XHRES,XKRES,XOPVW,XCPDD,XSKST,XSAUF,XSPRO,XSERG,XFAKT,XUMAN,XANET,XSKRL,XINVE,XPANZ,XAUTO,XNCOP,XZAHL,SAKNR,HKONT,KUNNR,LIFNR,FILKD,XBILK,GVTYP,HZUON,ZFBDT,ZTERM,ZBD1T,ZBD2T,ZBD3T
686,670,US00,4900002062,2018,18,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
687,670,US00,4900002062,2018,19,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
688,670,US00,4900002062,2018,20,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
689,670,US00,4900002063,2018,1,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       4,518.80","       4,518.80",0.0,"       4,518.80",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200300,,,,X,,,00/00/0000,,0,0,0
690,670,US00,4900002063,2018,2,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       4,518.80","       4,518.80",0.0,"       4,518.80",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720300,,,,,RE,,00/00/0000,,0,0,0
691,670,US00,4900002063,2018,3,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       4,000.00","       4,000.00",0.0,"       4,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
692,670,US00,4900002063,2018,4,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       4,000.00","       4,000.00",0.0,"       4,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
693,670,US00,4900002063,2018,5,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
694,670,US00,4900002063,2018,6,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
695,670,US00,4900002063,2018,7,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
696,670,US00,4900002063,2018,8,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
697,670,US00,4900002063,2018,9,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,         500.00,         500.00,0.0,         500.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
698,670,US00,4900002063,2018,10,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,         500.00,         500.00,0.0,         500.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
699,670,US00,4900002063,2018,11,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,         900.00,         900.00,0.0,         900.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
700,670,US00,4900002063,2018,12,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,         900.00,         900.00,0.0,         900.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
701,670,US00,4900002063,2018,13,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,         200.00,         200.00,0.0,         200.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
702,670,US00,4900002063,2018,14,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,         200.00,         200.00,0.0,         200.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
703,670,US00,4900002063,2018,15,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,"       1,400.00","       1,400.00",0.0,"       1,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
704,670,US00,4900002063,2018,16,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,"       1,400.00","       1,400.00",0.0,"       1,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
705,670,US00,4900002063,2018,17,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
706,670,US00,4900002063,2018,18,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
707,670,US00,4900002063,2018,19,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,BI00,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
708,670,US00,4900002063,2018,20,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,BI00,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,1000005.0,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,720000,,,,,RE,,00/00/0000,,0,0,0
709,670,US00,4900002064,2018,1,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,,,,"      14,610.40","      14,610.40",0.0,"      14,610.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,,,,,10.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200100,1004.0,,,X,,,00/00/0000,,0,0,0
710,670,US00,4900002064,2018,2,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,,,,"      14,610.40","      14,610.40",0.0,"      14,610.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/11/2018,20180511.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,NASA1000,,,,10.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,780000,1004.0,,,,RE,,00/00/0000,,0,0,0
711,670,US00,4900002065,2018,1,M,00/00/0000,00/00/0000,,99,M,,,,H,BI00,,,,"      14,610.40","      14,610.40",0.0,"      14,610.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200100,1000.0,,,X,,,00/00/0000,,0,0,0
712,670,US00,4900002065,2018,2,S,00/00/0000,00/00/0000,,81,S,,,,S,BI00,,,,"      14,610.40","      14,610.40",0.0,"      14,610.40",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWL,,,0.0,00/00/0000,0,NA00,NASA1000,,,,9.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,,,,780000,1000.0,,,,RE,,00/00/0000,,0,0,0
713,670,US00,4900002066,2018,1,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       4,518.80","       4,518.80",0.0,"       4,518.80",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200300,,,,X,,,00/00/0000,,0,0,0
714,670,US00,4900002066,2018,2,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       4,518.80","       4,518.80",0.0,"       4,518.80",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
715,670,US00,4900002066,2018,3,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       4,000.00","       4,000.00",0.0,"       4,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
716,670,US00,4900002066,2018,4,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       4,000.00","       4,000.00",0.0,"       4,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
717,670,US00,4900002066,2018,5,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
718,670,US00,4900002066,2018,6,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
719,670,US00,4900002066,2018,7,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
720,670,US00,4900002066,2018,8,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       1,000.00","       1,000.00",0.0,"       1,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
721,670,US00,4900002066,2018,9,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,         500.00,         500.00,0.0,         500.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
722,670,US00,4900002066,2018,10,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,         500.00,         500.00,0.0,         500.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
723,670,US00,4900002066,2018,11,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,         900.00,         900.00,0.0,         900.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
724,670,US00,4900002066,2018,12,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,         900.00,         900.00,0.0,         900.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
725,670,US00,4900002066,2018,13,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,         200.00,         200.00,0.0,         200.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
726,670,US00,4900002066,2018,14,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,         200.00,         200.00,0.0,         200.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
727,670,US00,4900002066,2018,15,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       1,400.00","       1,400.00",0.0,"       1,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
728,670,US00,4900002066,2018,16,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       1,400.00","       1,400.00",0.0,"       1,400.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
729,670,US00,4900002067,2018,1,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
730,670,US00,4900002067,2018,2,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,          20.00,          20.00,0.0,          20.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
731,670,US00,4900002067,2018,3,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
732,670,US00,4900002067,2018,4,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,          70.00,          70.00,0.0,          70.00,USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
733,670,US00,4900002068,2018,1,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       4,518.80","       4,518.80",0.0,"       4,518.80",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200300,,,,X,,,00/00/0000,,0,0,0
734,670,US00,4900002068,2018,2,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       4,518.80","       4,518.80",0.0,"       4,518.80",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
735,670,US00,4900002068,2018,3,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       4,000.00","       4,000.00",0.0,"       4,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
736,670,US00,4900002068,2018,4,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       4,000.00","       4,000.00",0.0,"       4,000.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
737,670,US00,4900002068,2018,5,M,00/00/0000,00/00/0000,,89,M,,,,S,BI00,,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,BSX,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200000,,,,X,,,00/00/0000,,0,0,0
738,670,US00,4900002068,2018,6,S,00/00/0000,00/00/0000,,91,S,,,,H,BI00,,,,"       1,500.00","       1,500.00",0.0,"       1,500.00",USD,           0.00,           0.00,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,GBB,0.0,0.0,0.0,0.0,0.0,05/12/2018,20180512.0,,,,,,RMWA,,,0.0,00/00/0000,0,NA00,,,,,18.0,10,0,,,,00/00/0000,0,,,X,,,,,,,,,,,,,,X,,,200500,,,,X,,,00/00/0000,,0,0,0
